Reading...
(-1.1179453134536743, -1.0161211490631104, 2.4430000782012939)
(-1.113702654838562, -1.0161211490631104, 2.4430000782012939)
(-1.1094599962234497, -1.0161211490631104, 2.4430000782012939)
(-1.0975264310836792, -1.0090502500534058, 2.4260001182556152)
(-1.1009746789932251, -1.0161211490631104, 2.4430000782012939)
(-1.0967319011688232, -1.0161211490631104, 2.4430000782012939)
(-1.0924892425537109, -1.0161211490631104, 2.4430000782012939)
(-1.0806738138198853, -1.0090502500534058, 2.4260001182556152)
(-1.0840039253234863, -1.0161211490631104, 2.4430000782012939)
(-1.0722475051879883, -1.0090502500534058, 2.4260001182556152)
(-1.0680344104766846, -1.0090502500534058, 2.4260001182556152)
(-1.0638211965560913, -1.0090502500534058, 2.4260001182556152)
(-1.0670331716537476, -1.0161211490631104, 2.4430000782012939)
(-1.0627905130386353, -1.0161211490631104, 2.4430000782012939)
(-1.0585478544235229, -1.0161211490631104, 2.4430000782012939)
(-1.0543051958084106, -1.0161211490631104, 2.4430000782012939)
(-1.0500625371932983, -1.0161211490631104, 2.4430000782012939)
(-1.045819878578186, -1.0161211490631104, 2.4430000782012939)
(-1.0415771007537842, -1.0161211490631104, 2.4430000782012939)
(-1.0373344421386719, -1.0161211490631104, 2.4430000782012939)
(-1.0330917835235596, -1.0161211490631104, 2.4430000782012939)
(-1.0360084772109985, -1.0231919288635254, 2.4600000381469727)
(-1.024606466293335, -1.0161211490631104, 2.4430000782012939)
(-1.0203638076782227, -1.0161211490631104, 2.4430000782012939)
(-1.0161211490631104, -1.0161211490631104, 2.4430000782012939)
(-1.0118783712387085, -1.0161211490631104, 2.4430000782012939)
(-1.0076357126235962, -1.0161211490631104, 2.4430000782012939)
(-1.0033930540084839, -1.0161211490631104, 2.4430000782012939)
(-0.99915039539337158, -1.0161211490631104, 2.4430000782012939)
(-0.99490773677825928, -1.0161211490631104, 2.4430000782012939)
(-0.9906650185585022, -1.0161211490631104, 2.4430000782012939)
(-0.98642235994338989, -1.0161211490631104, 2.4430000782012939)
(-0.98217970132827759, -1.0161211490631104, 2.4430000782012939)
(-0.97793698310852051, -1.0161211490631104, 2.4430000782012939)
(-0.9669187068939209, -1.0090502500534058, 2.4260001182556152)
(-0.96270555257797241, -1.0090502500534058, 2.4260001182556152)
(-0.95849239826202393, -1.0090502500534058, 2.4260001182556152)
(-0.95427924394607544, -1.0090502500534058, 2.4260001182556152)
(-0.95672363042831421, -1.0161211490631104, 2.4430000782012939)
(-0.95248091220855713, -1.0161211490631104, 2.4430000782012939)
(-0.94823825359344482, -1.0161211490631104, 2.4430000782012939)
(-0.94399559497833252, -1.0161211490631104, 2.4430000782012939)
(-0.93975293636322021, -1.0161211490631104, 2.4430000782012939)
(-0.93551021814346313, -1.0161211490631104, 2.4430000782012939)
(-0.93126755952835083, -1.0161211490631104, 2.4430000782012939)
(-0.92702490091323853, -1.0161211490631104, 2.4430000782012939)
(-0.92278218269348145, -1.0161211490631104, 2.4430000782012939)
(-0.91853952407836914, -1.0161211490631104, 2.4430000782012939)
(-0.91429686546325684, -1.0161211490631104, 2.4430000782012939)
(-0.91005414724349976, -1.0161211490631104, 2.4430000782012939)
(-0.90581148862838745, -1.0161211490631104, 2.4430000782012939)
(-0.90156883001327515, -1.0161211490631104, 2.4430000782012939)
(-0.89732611179351807, -1.0161211490631104, 2.4430000782012939)
(-0.89308345317840576, -1.0161211490631104, 2.4430000782012939)
(-0.88884079456329346, -1.0161211490631104, 2.4430000782012939)
(-0.88459813594818115, -1.0161211490631104, 2.4430000782012939)
(-0.87422937154769897, -1.0090502500534058, 2.4260001182556152)
(-0.87611275911331177, -1.0161211490631104, 2.4430000782012939)
(-0.87187010049819946, -1.0161211490631104, 2.4430000782012939)
(-0.86762738227844238, -1.0161211490631104, 2.4430000782012939)
(-0.86338472366333008, -1.0161211490631104, 2.4430000782012939)
(-0.85316359996795654, -1.0090502500534058, 2.4260001182556152)
(-0.84895044565200806, -1.0090502500534058, 2.4260001182556152)
(-0.84473729133605957, -1.0090502500534058, 2.4260001182556152)
(-0.84052413702011108, -1.0090502500534058, 2.4260001182556152)
(-0.84217137098312378, -1.0161211490631104, 2.4430000782012939)
(-0.83209782838821411, -1.0090502500534058, 2.4260001182556152)
(-0.82788467407226562, -1.0090502500534058, 2.4260001182556152)
(-0.82367151975631714, -1.0090502500534058, 2.4260001182556152)
(-0.81945836544036865, -1.0090502500534058, 2.4260001182556152)
(-0.81524521112442017, -1.0090502500534058, 2.4260001182556152)
(-0.8167153000831604, -1.0161211490631104, 2.4430000782012939)
(-0.80681890249252319, -1.0090502500534058, 2.4260001182556152)
(-0.80260574817657471, -1.0090502500534058, 2.4260001182556152)
(-0.79839259386062622, -1.0090502500534058, 2.4260001182556152)
(-0.79417943954467773, -1.0090502500534058, 2.4260001182556152)
(-0.78996628522872925, -1.0090502500534058, 2.4260001182556152)
(-0.79125922918319702, -1.0161211490631104, 2.4430000782012939)
(-0.78153997659683228, -1.0090502500534058, 2.4260001182556152)
(-0.77732682228088379, -1.0090502500534058, 2.4260001182556152)
(-0.77853119373321533, -1.0161211490631104, 2.4430000782012939)
(-0.77428853511810303, -1.0161211490631104, 2.4430000782012939)
(-0.76468735933303833, -1.0090502500534058, 2.4260001182556152)
(-0.76580315828323364, -1.0161211490631104, 2.4430000782012939)
(-0.75626105070114136, -1.0090502500534058, 2.4260001182556152)
(-0.75204789638519287, -1.0090502500534058, 2.4260001182556152)
(-0.74783474206924438, -1.0090502500534058, 2.4260001182556152)
(-0.7436215877532959, -1.0090502500534058, 2.4260001182556152)
(-0.73940843343734741, -1.0090502500534058, 2.4260001182556152)
(-0.73519527912139893, -1.0090502500534058, 2.4260001182556152)
(-0.73098212480545044, -1.0090502500534058, 2.4260001182556152)
(-0.72676897048950195, -1.0090502500534058, 2.4260001182556152)
(-0.72255581617355347, -1.0090502500534058, 2.4260001182556152)
(-0.71834266185760498, -1.0090502500534058, 2.4260001182556152)
(-0.71412950754165649, -1.0090502500534058, 2.4260001182556152)
(-0.70991635322570801, -1.0090502500534058, 2.4260001182556152)
(-0.70570319890975952, -1.0090502500534058, 2.4260001182556152)
(-0.70149004459381104, -1.0090502500534058, 2.4260001182556152)
(-0.69727689027786255, -1.0090502500534058, 2.4260001182556152)
(-0.69306373596191406, -1.0090502500534058, 2.4260001182556152)
(-0.68885058164596558, -1.0090502500534058, 2.4260001182556152)
(-0.68463742733001709, -1.0090502500534058, 2.4260001182556152)
(-0.6851922869682312, -1.0161211490631104, 2.4430000782012939)
(-0.67621111869812012, -1.0090502500534058, 2.4260001182556152)
(-0.67199796438217163, -1.0090502500534058, 2.4260001182556152)
(-0.66778481006622314, -1.0090502500534058, 2.4260001182556152)
(-0.66822159290313721, -1.0161211490631104, 2.4430000782012939)
(-0.6639789342880249, -1.0161211490631104, 2.4430000782012939)
(-0.65973621606826782, -1.0161211490631104, 2.4430000782012939)
(-0.6509321928024292, -1.0090502500534058, 2.4260001182556152)
(-0.64671903848648071, -1.0090502500534058, 2.4260001182556152)
(-0.64250588417053223, -1.0090502500534058, 2.4260001182556152)
(-0.63829272985458374, -1.0090502500534058, 2.4260001182556152)
(-0.63407957553863525, -1.0090502500534058, 2.4260001182556152)
(-0.62986642122268677, -1.0090502500534058, 2.4260001182556152)
(-0.62565326690673828, -1.0090502500534058, 2.4260001182556152)
(-0.62144011259078979, -1.0090502500534058, 2.4260001182556152)
(-0.61722695827484131, -1.0090502500534058, 2.4260001182556152)
(-0.61301380395889282, -1.0090502500534058, 2.4260001182556152)
(-0.60880064964294434, -1.0090502500534058, 2.4260001182556152)
(-0.60458749532699585, -1.0090502500534058, 2.4260001182556152)
(-0.60037434101104736, -1.0090502500534058, 2.4260001182556152)
(-0.60033875703811646, -1.0161211490631104, 2.4430000782012939)
(-0.59194803237915039, -1.0090502500534058, 2.4260001182556152)
(-0.5877348780632019, -1.0090502500534058, 2.4260001182556152)
(-0.58352178335189819, -1.0090502500534058, 2.4260001182556152)
(-0.57930862903594971, -1.0090502500534058, 2.4260001182556152)
(-0.57509547472000122, -1.0090502500534058, 2.4260001182556152)
(-0.57088232040405273, -1.0090502500534058, 2.4260001182556152)
(-0.56666916608810425, -1.0090502500534058, 2.4260001182556152)
(-0.56245601177215576, -1.0090502500534058, 2.4260001182556152)
(-0.55824285745620728, -1.0090502500534058, 2.4260001182556152)
(-0.55402970314025879, -1.0090502500534058, 2.4260001182556152)
(-0.5498165488243103, -1.0090502500534058, 2.4260001182556152)
(-0.54560339450836182, -1.0090502500534058, 2.4260001182556152)
(-0.54139024019241333, -1.0090502500534058, 2.4260001182556152)
(-0.53717708587646484, -1.0090502500534058, 2.4260001182556152)
(-0.53296393156051636, -1.0090502500534058, 2.4260001182556152)
(-0.52875077724456787, -1.0090502500534058, 2.4260001182556152)
(-0.52453762292861938, -1.0090502500534058, 2.4260001182556152)
(-0.5203244686126709, -1.0090502500534058, 2.4260001182556152)
(-0.51611131429672241, -1.0090502500534058, 2.4260001182556152)
(-0.51189815998077393, -1.0090502500534058, 2.4260001182556152)
(-0.50768500566482544, -1.0090502500534058, 2.4260001182556152)
(-0.50347185134887695, -1.0090502500534058, 2.4260001182556152)
(-0.49925869703292847, -1.0090502500534058, 2.4260001182556152)
(-0.49851453304290771, -1.0161211490631104, 2.4430000782012939)
(-0.49083238840103149, -1.0090502500534058, 2.4260001182556152)
(-0.49002915620803833, -1.0161211490631104, 2.4430000782012939)
(-0.48578649759292603, -1.0161211490631104, 2.4430000782012939)
(-0.48154380917549133, -1.0161211490631104, 2.4430000782012939)
(-0.47730115056037903, -1.0161211490631104, 2.4430000782012939)
(-0.47305846214294434, -1.0161211490631104, 2.4430000782012939)
(-0.46881577372550964, -1.0161211490631104, 2.4430000782012939)
(-0.46457311511039734, -1.0161211490631104, 2.4430000782012939)
(-0.46033042669296265, -1.0161211490631104, 2.4430000782012939)
(-0.45608776807785034, -1.0161211490631104, 2.4430000782012939)
(-0.45184507966041565, -1.0161211490631104, 2.4430000782012939)
(-0.44760239124298096, -1.0161211490631104, 2.4430000782012939)
(-0.44335973262786865, -1.0161211490631104, 2.4430000782012939)
(-0.43911704421043396, -1.0161211490631104, 2.4430000782012939)
(-0.43487438559532166, -1.0161211490631104, 2.4430000782012939)
(-0.43063169717788696, -1.0161211490631104, 2.4430000782012939)
(-0.42638900876045227, -1.0161211490631104, 2.4430000782012939)
(-0.42214635014533997, -1.0161211490631104, 2.4430000782012939)
(-0.41790366172790527, -1.0161211490631104, 2.4430000782012939)
(-0.41078245639801025, -1.0090502500534058, 2.4260001182556152)
(-0.40941831469535828, -1.0161211490631104, 2.4430000782012939)
(-0.40517562627792358, -1.0161211490631104, 2.4430000782012939)
(-0.40093296766281128, -1.0161211490631104, 2.4430000782012939)
(-0.39669027924537659, -1.0161211490631104, 2.4430000782012939)
(-0.39244759082794189, -1.0161211490631104, 2.4430000782012939)
(-0.38820493221282959, -1.0161211490631104, 2.4430000782012939)
(-0.3839622437953949, -1.0161211490631104, 2.4430000782012939)
(-0.37971958518028259, -1.0161211490631104, 2.4430000782012939)
(-0.37286406755447388, -1.0090502500534058, 2.4260001182556152)
(-0.37123420834541321, -1.0161211490631104, 2.4430000782012939)
(-0.36443778872489929, -1.0090502500534058, 2.4260001182556152)
(-0.36022463440895081, -1.0090502500534058, 2.4260001182556152)
(-0.35601148009300232, -1.0090502500534058, 2.4260001182556152)
(-0.35179832577705383, -1.0090502500534058, 2.4260001182556152)
(-0.34758517146110535, -1.0090502500534058, 2.4260001182556152)
(-0.34337201714515686, -1.0090502500534058, 2.4260001182556152)
(-0.33915886282920837, -1.0090502500534058, 2.4260001182556152)
(-0.33494570851325989, -1.0090502500534058, 2.4260001182556152)
(-0.32841497659683228, -1.0019794702529907, 2.4089999198913574)
(-0.32423132658004761, -1.0019794702529907, 2.4089999198913574)
(-0.32004770636558533, -1.0019794702529907, 2.4089999198913574)
(-0.31809309124946594, -1.0090502500534058, 2.4260001182556152)
(-0.31387993693351746, -1.0090502500534058, 2.4260001182556152)
(-0.30966678261756897, -1.0090502500534058, 2.4260001182556152)
(-0.30331319570541382, -1.0019794702529907, 2.4089999198913574)
(-0.301240473985672, -1.0090502500534058, 2.4260001182556152)
(-0.29494592547416687, -1.0019794702529907, 2.4089999198913574)
(-0.29076230525970459, -1.0019794702529907, 2.4089999198913574)
(-0.28657865524291992, -1.0019794702529907, 2.4089999198913574)
(-0.28239503502845764, -1.0019794702529907, 2.4089999198913574)
(-0.27624809741973877, -0.99490857124328613, 2.3919999599456787)
(-0.27402776479721069, -1.0019794702529907, 2.4089999198913574)
(-0.26984414458274841, -1.0019794702529907, 2.4089999198913574)
(-0.26753523945808411, -1.0090502500534058, 2.4260001182556152)
(-0.26147687435150146, -1.0019794702529907, 2.4089999198913574)
(-0.25910893082618713, -1.0090502500534058, 2.4260001182556152)
(-0.25489577651023865, -1.0090502500534058, 2.4260001182556152)
(-0.25068262219429016, -1.0090502500534058, 2.4260001182556152)
(-0.24646948277950287, -1.0090502500534058, 2.4260001182556152)
(-0.24225632846355438, -1.0090502500534058, 2.4260001182556152)
(-0.2363751083612442, -1.0019794702529907, 2.4089999198913574)
(-0.23219147324562073, -1.0019794702529907, 2.4089999198913574)
(-0.22961686551570892, -1.0090502500534058, 2.4260001182556152)
(-0.22382421791553497, -1.0019794702529907, 2.4089999198913574)
(-0.22119055688381195, -1.0090502500534058, 2.4260001182556152)
(-0.21697740256786346, -1.0090502500534058, 2.4260001182556152)
(-0.21276424825191498, -1.0090502500534058, 2.4260001182556152)
(-0.20855109393596649, -1.0090502500534058, 2.4260001182556152)
(-0.20433793962001801, -1.0090502500534058, 2.4260001182556152)
(-0.19872243702411652, -1.0019794702529907, 2.4089999198913574)
(-0.19453880190849304, -1.0019794702529907, 2.4089999198913574)
(-0.19035516679286957, -1.0019794702529907, 2.4089999198913574)
(-0.18617154657840729, -1.0019794702529907, 2.4089999198913574)
(-0.18198791146278381, -1.0019794702529907, 2.4089999198913574)
(-0.17780427634716034, -1.0019794702529907, 2.4089999198913574)
(-0.17362065613269806, -1.0019794702529907, 2.4089999198913574)
(-0.16824132204055786, -0.99490857124328613, 2.3919999599456787)
(-0.16408722102642059, -0.99490857124328613, 2.3919999599456787)
(-0.16106976568698883, -1.0019794702529907, 2.4089999198913574)
(-0.15688613057136536, -1.0019794702529907, 2.4089999198913574)
(-0.15270249545574188, -1.0019794702529907, 2.4089999198913574)
(-0.14747078716754913, -0.99490857124328613, 2.3919999599456787)
(-0.14331668615341187, -0.99490857124328613, 2.3919999599456787)
(-0.14015160501003265, -1.0019794702529907, 2.4089999198913574)
(-0.13596798479557037, -1.0019794702529907, 2.4089999198913574)
(-0.1317843496799469, -1.0019794702529907, 2.4089999198913574)
(-0.12670025229454041, -0.99490857124328613, 2.3919999599456787)
(-0.12254615128040314, -0.99490857124328613, 2.3919999599456787)
(-0.11839204281568527, -0.99490857124328613, 2.3919999599456787)
(-0.11504983156919479, -1.0019794702529907, 2.4089999198913574)
(-0.11008383333683014, -0.99490857124328613, 2.3919999599456787)
(-0.10592972487211227, -0.99490857124328613, 2.3919999599456787)
(-0.10177561640739441, -0.99490857124328613, 2.3919999599456787)
(-0.097621507942676544, -0.99490857124328613, 2.3919999599456787)
(-0.093467399477958679, -0.99490857124328613, 2.3919999599456787)
(-0.089313298463821411, -0.99490857124328613, 2.3919999599456787)
(-0.085159189999103546, -0.99490857124328613, 2.3919999599456787)
(-0.081005081534385681, -0.99490857124328613, 2.3919999599456787)
(-0.077397160232067108, -1.0019794702529907, 2.4089999198913574)
(-0.073213525116443634, -1.0019794702529907, 2.4089999198913574)
(-0.069029897451400757, -1.0019794702529907, 2.4089999198913574)
(-0.064388655126094818, -0.99490857124328613, 2.3919999599456787)
(-0.060234546661376953, -0.99490857124328613, 2.3919999599456787)
(-0.056080441921949387, -0.99490857124328613, 2.3919999599456787)
(-0.051926333457231522, -0.99490857124328613, 2.3919999599456787)
(-0.048111747950315475, -1.0019794702529907, 2.4089999198913574)
(-0.04361812025308609, -0.99490857124328613, 2.3919999599456787)
(-0.039464015513658524, -0.99490857124328613, 2.3919999599456787)
(-0.035309907048940659, -0.99490857124328613, 2.3919999599456787)
(-0.031155800446867943, -0.99490857124328613, 2.3919999599456787)
(-0.027001693844795227, -0.99490857124328613, 2.3919999599456787)
(-0.022847587242722511, -0.99490857124328613, 2.3919999599456787)
(-0.018693480640649796, -0.99490857124328613, 2.3919999599456787)
(-0.01453937403857708, -0.99490857124328613, 2.3919999599456787)
(-0.010385267436504364, -0.99490857124328613, 2.3919999599456787)
(-0.0062311603687703609, -0.99490857124328613, 2.3919999599456787)
(-0.0020770533010363579, -0.99490857124328613, 2.3919999599456787)
(0.0020770533010363579, -0.99490857124328613, 2.3919999599456787)
(0.0062311603687703609, -0.99490857124328613, 2.3919999599456787)
(0.010459075681865215, -1.0019794702529907, 2.4089999198913574)
(0.014642705209553242, -1.0019794702529907, 2.4089999198913574)
(0.018826335668563843, -1.0019794702529907, 2.4089999198913574)
(0.022847587242722511, -0.99490857124328613, 2.3919999599456787)
(0.027001693844795227, -0.99490857124328613, 2.3919999599456787)
(0.031155800446867943, -0.99490857124328613, 2.3919999599456787)
(0.035309907048940659, -0.99490857124328613, 2.3919999599456787)
(0.039464015513658524, -0.99490857124328613, 2.3919999599456787)
(0.04361812025308609, -0.99490857124328613, 2.3919999599456787)
(0.047772228717803955, -0.99490857124328613, 2.3919999599456787)
(0.051926333457231522, -0.99490857124328613, 2.3919999599456787)
(0.056080441921949387, -0.99490857124328613, 2.3919999599456787)
(0.060234546661376953, -0.99490857124328613, 2.3919999599456787)
(0.064388655126094818, -0.99490857124328613, 2.3919999599456787)
(0.068542763590812683, -0.99490857124328613, 2.3919999599456787)
(0.072696872055530548, -0.99490857124328613, 2.3919999599456787)
(0.076850973069667816, -0.99490857124328613, 2.3919999599456787)
(0.081005081534385681, -0.99490857124328613, 2.3919999599456787)
(0.085159189999103546, -0.99490857124328613, 2.3919999599456787)
(0.089313298463821411, -0.99490857124328613, 2.3919999599456787)
(0.093467399477958679, -0.99490857124328613, 2.3919999599456787)
(0.098315306007862091, -1.0019794702529907, 2.4089999198913574)
(0.10249894112348557, -1.0019794702529907, 2.4089999198913574)
(0.10592972487211227, -0.99490857124328613, 2.3919999599456787)
(0.11008383333683014, -0.99490857124328613, 2.3919999599456787)
(0.11423793435096741, -0.99490857124328613, 2.3919999599456787)
(0.11839204281568527, -0.99490857124328613, 2.3919999599456787)
(0.12254615128040314, -0.99490857124328613, 2.3919999599456787)
(0.12670025229454041, -0.99490857124328613, 2.3919999599456787)
(0.13085436820983887, -0.99490857124328613, 2.3919999599456787)
(0.13500846922397614, -0.99490857124328613, 2.3919999599456787)
(0.1391625702381134, -0.99490857124328613, 2.3919999599456787)
(0.14331668615341187, -0.99490857124328613, 2.3919999599456787)
(0.14747078716754913, -0.99490857124328613, 2.3919999599456787)
(0.1516249030828476, -0.99490857124328613, 2.3919999599456787)
(0.15577900409698486, -0.99490857124328613, 2.3919999599456787)
(0.15993310511112213, -0.99490857124328613, 2.3919999599456787)
(0.16408722102642059, -0.99490857124328613, 2.3919999599456787)
(0.16824132204055786, -0.99490857124328613, 2.3919999599456787)
(0.17239543795585632, -0.99490857124328613, 2.3919999599456787)
(0.17654953896999359, -0.99490857124328613, 2.3919999599456787)
(0.18070363998413086, -0.99490857124328613, 2.3919999599456787)
(0.18485775589942932, -0.99490857124328613, 2.3919999599456787)
(0.18774756789207458, -0.98825365304946899, 2.375999927520752)
(0.19187387824058533, -0.98825365304946899, 2.375999927520752)
(0.19732007384300232, -0.99490857124328613, 2.3919999599456787)
(0.20147417485713959, -0.99490857124328613, 2.3919999599456787)
(0.20562829077243805, -0.99490857124328613, 2.3919999599456787)
(0.20837916433811188, -0.98825365304946899, 2.375999927520752)
(0.21393649280071259, -0.99490857124328613, 2.3919999599456787)
(0.21809060871601105, -0.99490857124328613, 2.3919999599456787)
(0.22224470973014832, -0.99490857124328613, 2.3919999599456787)
(0.22488445043563843, -0.98825365304946899, 2.375999927520752)
(0.22901076078414917, -0.98825365304946899, 2.375999927520752)
(0.23470702767372131, -0.99490857124328613, 2.3919999599456787)
(0.23886114358901978, -0.99490857124328613, 2.3919999599456787)
(0.24301524460315704, -0.99490857124328613, 2.3919999599456787)
(0.24716936051845551, -0.99490857124328613, 2.3919999599456787)
(0.24964237213134766, -0.98825365304946899, 2.375999927520752)
(0.2537686824798584, -0.98825365304946899, 2.375999927520752)
(0.25789499282836914, -0.98825365304946899, 2.375999927520752)
(0.26202133297920227, -0.98825365304946899, 2.375999927520752)
(0.26614764332771301, -0.98825365304946899, 2.375999927520752)
(0.27027395367622375, -0.98825365304946899, 2.375999927520752)
(0.27440029382705688, -0.98825365304946899, 2.375999927520752)
(0.27852660417556763, -0.98825365304946899, 2.375999927520752)
(0.28265291452407837, -0.98825365304946899, 2.375999927520752)
(0.28871041536331177, -0.99490857124328613, 2.3919999599456787)
(0.29286453127861023, -0.99490857124328613, 2.3919999599456787)
(0.29701864719390869, -0.99490857124328613, 2.3919999599456787)
(0.30117273330688477, -0.99490857124328613, 2.3919999599456787)
(0.30532684922218323, -0.99490857124328613, 2.3919999599456787)
(0.30948096513748169, -0.99490857124328613, 2.3919999599456787)
(0.31363505125045776, -0.99490857124328613, 2.3919999599456787)
(0.31778916716575623, -0.99490857124328613, 2.3919999599456787)
(0.32194328308105469, -0.99490857124328613, 2.3919999599456787)
(0.32391613721847534, -0.98825365304946899, 2.375999927520752)
(0.32569533586502075, -0.98118281364440918, 2.3589999675750732)
(0.32979214191436768, -0.98118281364440918, 2.3589999675750732)
(0.33629509806632996, -0.98825365304946899, 2.375999927520752)
(0.34271380305290222, -0.99490857124328613, 2.3919999599456787)
(0.34686791896820068, -0.99490857124328613, 2.3919999599456787)
(0.34867405891418457, -0.98825365304946899, 2.375999927520752)
(0.35280036926269531, -0.98825365304946899, 2.375999927520752)
(0.35692667961120605, -0.98825365304946899, 2.375999927520752)
(0.36105301976203918, -0.98825365304946899, 2.375999927520752)
(0.36517933011054993, -0.98825365304946899, 2.375999927520752)
(0.36930564045906067, -0.98825365304946899, 2.375999927520752)
(0.3734319806098938, -0.98825365304946899, 2.375999927520752)
(0.37755829095840454, -0.98825365304946899, 2.375999927520752)
(0.38168460130691528, -0.98825365304946899, 2.375999927520752)
(0.38581094145774841, -0.98825365304946899, 2.375999927520752)
(0.38993725180625916, -0.98825365304946899, 2.375999927520752)
(0.3940635621547699, -0.98825365304946899, 2.375999927520752)
(0.39534088969230652, -0.98118281364440918, 2.3589999675750732)
(0.40231621265411377, -0.98825365304946899, 2.375999927520752)
(0.40353447198867798, -0.98118281364440918, 2.3589999675750732)
(0.41056886315345764, -0.98825365304946899, 2.375999927520752)
(0.41469517350196838, -0.98825365304946899, 2.375999927520752)
(0.41882148385047913, -0.98825365304946899, 2.375999927520752)
(0.42294782400131226, -0.98825365304946899, 2.375999927520752)
(0.427074134349823, -0.98825365304946899, 2.375999927520752)
(0.43410417437553406, -0.99490857124328613, 2.3919999599456787)
(0.43825826048851013, -0.99490857124328613, 2.3919999599456787)
(0.43945309519767761, -0.98825365304946899, 2.375999927520752)
(0.44357940554618835, -0.98825365304946899, 2.375999927520752)
(0.44770574569702148, -0.98825365304946899, 2.375999927520752)
(0.45183205604553223, -0.98825365304946899, 2.375999927520752)
(0.45902881026268005, -0.99490857124328613, 2.3919999599456787)
(0.4600847065448761, -0.98825365304946899, 2.375999927520752)
(0.46088963747024536, -0.98118281364440918, 2.3589999675750732)
(0.46833732724189758, -0.98825365304946899, 2.375999927520752)
(0.47564521431922913, -0.99490857124328613, 2.3919999599456787)
(0.47979933023452759, -0.99490857124328613, 2.3919999599456787)
(0.4807162880897522, -0.98825365304946899, 2.375999927520752)
(0.48484262824058533, -0.98825365304946899, 2.375999927520752)
(0.48547041416168213, -0.98118281364440918, 2.3589999675750732)
(0.48956722021102905, -0.98118281364440918, 2.3589999675750732)
(0.49366402626037598, -0.98118281364440918, 2.3589999675750732)
(0.49776080250740051, -0.98118281364440918, 2.3589999675750732)
